date,close,open,high,low,volume,pct_change
2016年9月21日,"3,266.64","3,257.71","3,270.90","3,254.32",59.14K,0.28%
2016年9月20日,"3,257.40","3,264.66","3,265.04","3,252.39",52.78K,-0.18%
2016年9月19日,"3,263.12","3,242.74","3,264.90","3,242.74",58.83K,0.75%
2016年9月14日,"3,238.73","3,245.74","3,254.99","3,231.34",70.43K,-0.66%
2016年9月13日,"3,260.33","3,265.34","3,269.22","3,246.39",67.18K,-0.07%
2016年9月12日,"3,262.60","3,271.87","3,276.72","3,234.57",122.92K,-1.67%
2016年9月9日,"3,318.04","3,339.37","3,344.95","3,318.04",82.66K,-0.64%
2016年9月8日,"3,339.56","3,338.01","3,343.39","3,328.23",71.92K,-0.04%
2016年9月7日,"3,340.82","3,344.07","3,357.36","3,337.75",102.94K,-0.05%
2016年9月6日,"3,342.63","3,322.02","3,347.95","3,300.13",98.28K,0.69%
2016年9月5日,"3,319.68","3,321.01","3,338.42","3,314.63",78.29K,0.17%
2016年9月2日,"3,314.11","3,298.72","3,320.43","3,295.76",82.79K,0.38%
2016年9月1日,"3,301.58","3,326.74","3,329.35","3,301.21",84.95K,-0.79%
2016年8月31日,"3,327.79","3,310.57","3,333.97","3,304.66",79.57K,0.48%
2016年8月30日,"3,311.99","3,310.32","3,325.12","3,304.60",75.73K,0.13%
2016年8月29日,"3,307.78","3,306.57","3,315.08","3,297.07",77.04K,0.02%
2016年8月26日,"3,307.09","3,312.50","3,328.95","3,301.74",81.53K,-0.06%
2016年8月25日,"3,308.97","3,314.08","3,315.08","3,279.81",100.59K,-0.63%
2016年8月24日,"3,329.86","3,341.93","3,348.13","3,323.73",81.19K,-0.36%
2016年8月23日,"3,341.83","3,332.62","3,359.65","3,324.96",92.93K,0.15%
2016年8月22日,"3,336.79","3,364.68","3,372.83","3,335.47",107.95K,-0.84%
2016年8月19日,"3,365.02","3,358.55","3,374.05","3,341.19",119.96K,0.02%
2016年8月18日,"3,364.49","3,369.95","3,394.79","3,349.69",142.38K,-0.25%
2016年8月17日,"3,373.05","3,377.77","3,394.39","3,356.92",138.85K,-0.15%
2016年8月16日,"3,378.25","3,403.38","3,418.69","3,372.02",196.39K,-0.45%
2016年8月15日,"3,393.42","3,303.47","3,417.91","3,302.38",220.54K,3.01%
2016年8月12日,"3,294.23","3,231.81","3,294.23","3,231.14",116.25K,1.88%
2016年8月11日,"3,233.36","3,239.56","3,274.03","3,232.61",101.04K,-0.31%
2016年8月10日,"3,243.34","3,255.18","3,261.86","3,242.75",90.43K,-0.42%
2016年8月9日,"3,256.98","3,232.60","3,257.33","3,229.17",91.07K,0.70%
2016年8月8日,"3,234.18","3,199.57","3,234.48","3,187.25",86.68K,0.91%
2016年8月5日,"3,205.11","3,201.35","3,224.87","3,192.86",77.20K,0.12%
2016年8月4日,"3,201.29","3,190.55","3,201.55","3,170.42",73.50K,0.24%
2016年8月3日,"3,193.51","3,179.68","3,197.16","3,173.54",72.86K,0.14%
2016年8月2日,"3,189.05","3,173.76","3,189.05","3,165.54",62.17K,0.39%
2016年8月1日,"3,176.81","3,196.43","3,199.98","3,156.75",87.00K,-0.85%
2016年7月29日,"3,203.93","3,217.19","3,225.42","3,198.68",88.05K,-0.53%
2016年7月28日,"3,221.14","3,204.46","3,235.78","3,195.27",112.78K,0.09%
2016年7月27日,"3,218.24","3,270.08","3,276.51","3,157.41",160.19K,-1.57%
2016年7月26日,"3,269.59","3,228.23","3,269.75","3,228.01",81.05K,1.20%
2016年7月25日,"3,230.89","3,220.17","3,243.79","3,218.14",70.20K,0.18%
2016年7月22日,"3,225.16","3,251.24","3,253.77","3,220.89",86.03K,-0.84%
2016年7月21日,"3,252.52","3,238.34","3,271.37","3,238.30",86.01K,0.46%
2016年7月20日,"3,237.61","3,246.86","3,254.51","3,232.26",72.70K,-0.33%
2016年7月19日,"3,248.23","3,260.43","3,264.73","3,226.20",88.89K,-0.42%
2016年7月18日,"3,262.02","3,269.71","3,281.64","3,251.77",110.31K,-0.44%
2016年7月15日,"3,276.28","3,278.84","3,285.03","3,265.29",102.67K,-0.01%
2016年7月14日,"3,276.76","3,277.48","3,281.95","3,259.07",107.53K,-0.19%
2016年7月13日,"3,282.87","3,274.02","3,300.99","3,271.78",175.20K,0.30%
2016年7月12日,"3,273.18","3,201.91","3,273.47","3,200.30",172.53K,2.18%
2016年7月11日,"3,203.33","3,199.04","3,235.96","3,197.63",138.53K,0.35%
2016年7月8日,"3,192.28","3,199.75","3,204.93","3,183.96",89.74K,-0.55%
2016年7月7日,"3,209.95","3,206.55","3,220.54","3,190.12",118.60K,-0.21%
2016年7月6日,"3,216.80","3,197.62","3,217.52","3,183.45",124.90K,0.29%
2016年7月5日,"3,207.38","3,199.16","3,216.70","3,198.00",130.23K,0.08%
2016年7月4日,"3,204.70","3,136.39","3,210.60","3,134.02",133.31K,1.60%
2016年7月1日,"3,154.20","3,156.93","3,170.26","3,148.29",71.75K,0.01%
2016年6月30日,"3,153.92","3,152.83","3,163.72","3,148.20",79.69K,0.08%
2016年6月29日,"3,151.39","3,142.48","3,158.08","3,139.13",103.72K,0.48%
2016年6月28日,"3,136.40","3,107.40","3,139.43","3,099.70",92.03K,0.51%
2016年6月27日,"3,120.54","3,065.13","3,120.64","3,064.97",83.27K,1.41%
2016年6月24日,"3,077.16","3,110.65","3,130.54","3,033.97",104.79K,-1.29%
2016年6月23日,"3,117.32","3,129.72","3,129.72","3,102.48",67.75K,-0.53%
2016年6月22日,"3,133.96","3,100.45","3,134.06","3,096.99",66.49K,0.89%
2016年6月21日,"3,106.32","3,124.90","3,155.49","3,097.94",87.97K,-0.20%
2016年6月20日,"3,112.67","3,114.91","3,118.73","3,089.71",63.59K,0.07%
2016年6月17日,"3,110.36","3,096.09","3,131.05","3,096.09",85.40K,0.51%
2016年6月16日,"3,094.67","3,104.36","3,112.48","3,089.48",82.98K,-0.70%
2016年6月15日,"3,116.37","3,043.96","3,128.67","3,042.23",87.39K,1.31%
2016年6月14日,"3,075.98","3,058.44","3,078.75","3,055.66",66.28K,0.31%
2016年6月13日,"3,066.34","3,134.05","3,145.61","3,065.77",92.98K,-3.09%
2016年6月8日,"3,163.99","3,171.81","3,174.97","3,148.35",76.29K,-0.41%
2016年6月7日,"3,177.05","3,182.44","3,186.62","3,168.18",68.93K,-0.05%
2016年6月6日,"3,178.79","3,192.78","3,197.22","3,168.55",76.69K,-0.33%
2016年6月3日,"3,189.33","3,172.95","3,201.75","3,162.09",101.49K,0.70%
2016年6月2日,"3,167.10","3,158.03","3,168.82","3,151.07",86.00K,0.21%
2016年6月1日,"3,160.55","3,172.96","3,181.79","3,159.82",113.15K,-0.28%
2016年5月31日,"3,169.56","3,068.60","3,170.93","3,068.60",138.86K,3.35%
2016年5月30日,"3,066.71","3,056.31","3,075.26","3,037.66",63.10K,0.14%
2016年5月27日,"3,062.50","3,059.73","3,073.76","3,052.18",60.47K,-0.06%
2016年5月26日,"3,064.21","3,056.60","3,072.52","3,027.44",60.39K,0.16%
2016年5月25日,"3,059.23","3,079.75","3,089.10","3,054.87",56.65K,-0.14%
2016年5月24日,"3,063.56","3,083.24","3,083.26","3,052.59",58.73K,-0.77%
2016年5月23日,"3,087.22","3,078.51","3,098.48","3,076.50",59.70K,0.29%
2016年5月20日,"3,078.22","3,047.78","3,078.53","3,041.52",56.08K,0.51%
2016年5月19日,"3,062.50","3,060.34","3,086.98","3,058.14",60.44K,-0.18%
2016年5月18日,"3,068.04","3,071.53","3,072.61","3,039.46",82.72K,-0.58%
2016年5月17日,"3,086.02","3,095.52","3,105.20","3,073.46",65.28K,-0.30%
2016年5月16日,"3,095.31","3,064.53","3,095.56","3,053.66",59.46K,0.66%
2016年5月13日,"3,074.94","3,081.68","3,103.10","3,064.69",62.63K,-0.49%
2016年5月12日,"3,090.14","3,059.38","3,095.35","3,035.02",78.77K,0.24%
2016年5月11日,"3,082.81","3,080.64","3,102.88","3,063.09",81.79K,0.45%
2016年5月10日,"3,069.11","3,055.21","3,084.72","3,055.18",68.85K,0.11%
2016年5月9日,"3,065.62","3,115.43","3,115.43","3,055.01",99.23K,-2.07%
2016年5月6日,"3,130.35","3,213.14","3,216.89","3,130.15",108.68K,-2.60%
2016年5月5日,"3,213.92","3,204.17","3,217.28","3,196.57",74.73K,0.14%
2016年5月4日,"3,209.46","3,203.47","3,222.88","3,198.29",90.86K,-0.13%
2016年5月3日,"3,213.54","3,159.82","3,218.49","3,151.40",98.17K,1.80%
2016年4月29日,"3,156.75","3,153.54","3,171.29","3,149.40",58.03K,-0.12%
2016年4月28日,"3,160.58","3,169.33","3,174.77","3,135.64",69.87K,-0.17%
2016年4月27日,"3,165.92","3,181.93","3,188.83","3,162.69",60.00K,-0.42%
2016年4月26日,"3,179.16","3,159.77","3,181.10","3,150.40",59.02K,0.54%
2016年4月25日,"3,162.03","3,164.74","3,172.27","3,137.11",67.52K,-0.41%
2016年4月22日,"3,174.90","3,142.56","3,175.38","3,137.99",77.08K,0.45%
2016年4月21日,"3,160.60","3,160.80","3,198.56","3,150.94",104.75K,-0.64%
2016年4月20日,"3,181.03","3,244.14","3,248.42","3,107.37",162.21K,-1.77%
2016年4月19日,"3,238.30","3,243.97","3,250.73","3,221.58",80.87K,0.31%
2016年4月18日,"3,228.45","3,252.67","3,252.67","3,221.66",97.09K,-1.34%
2016年4月15日,"3,272.21","3,279.86","3,282.98","3,261.73",99.81K,-0.11%
2016年4月14日,"3,275.83","3,277.10","3,286.07","3,252.05",113.16K,0.44%
2016年4月13日,"3,261.38","3,237.86","3,296.52","3,237.86",195.61K,1.33%
2016年4月12日,"3,218.45","3,227.37","3,232.26","3,198.90",92.87K,-0.36%
2016年4月11日,"3,230.10","3,213.51","3,251.57","3,213.51",125.21K,1.39%
2016年4月8日,"3,185.73","3,189.85","3,197.77","3,163.30",101.01K,-0.73%
2016年4月7日,"3,209.29","3,266.29","3,270.82","3,208.64",112.41K,-1.48%
2016年4月6日,"3,257.53","3,250.52","3,267.64","3,236.20",120.20K,-0.21%
2016年4月5日,"3,264.49","3,211.30","3,271.93","3,205.21",146.05K,1.32%
2016年4月1日,"3,221.89","3,213.67","3,222.61","3,165.86",118.12K,0.12%
2016年3月31日,"3,218.09","3,229.20","3,241.93","3,208.66",121.55K,0.06%
2016年3月30日,"3,216.28","3,161.29","3,216.68","3,161.29",117.80K,2.58%
2016年3月29日,"3,135.41","3,171.31","3,178.07","3,122.76",97.30K,-1.08%
2016年3月28日,"3,169.73","3,206.95","3,229.62","3,161.88",103.44K,-0.88%
2016年3月25日,"3,197.82","3,176.81","3,204.44","3,174.32",97.40K,0.50%
2016年3月24日,"3,181.85","3,211.50","3,221.91","3,181.81",133.13K,-1.68%
2016年3月23日,"3,236.09","3,217.73","3,242.25","3,202.98",125.68K,0.32%
2016年3月22日,"3,225.79","3,231.61","3,249.68","3,218.73",161.02K,-0.73%
2016年3月21日,"3,249.44","3,203.29","3,267.78","3,198.36",233.27K,2.44%
2016年3月18日,"3,171.96","3,136.22","3,197.67","3,130.10",197.30K,1.53%
2016年3月17日,"3,124.20","3,096.81","3,147.84","3,077.57",121.66K,1.11%
2016年3月16日,"3,090.03","3,068.87","3,100.35","3,064.52",124.74K,0.50%
2016年3月15日,"3,074.78","3,061.34","3,077.08","3,028.58",98.31K,0.30%
2016年3月14日,"3,065.69","3,039.57","3,106.80","3,034.00",117.11K,1.57%
2016年3月11日,"3,018.28","2,990.21","3,026.44","2,982.17",73.33K,0.17%
2016年3月10日,"3,013.15","3,056.21","3,074.16","3,012.69",76.07K,-1.91%
2016年3月9日,"3,071.91","3,045.92","3,072.92","3,020.13",111.47K,-1.15%
2016年3月8日,"3,107.67","3,100.15","3,109.25","3,001.83",136.24K,0.09%
2016年3月7日,"3,104.84","3,109.00","3,130.90","3,083.58",132.46K,0.35%
2016年3月4日,"3,093.89","3,047.54","3,101.66","3,032.42",219.17K,1.16%
2016年3月3日,"3,058.42","3,050.39","3,078.44","3,040.25",173.11K,0.23%
2016年3月2日,"3,051.33","2,933.92","3,054.72","2,933.12",175.97K,4.12%
2016年3月1日,"2,930.69","2,881.34","2,950.44","2,863.32",116.05K,1.85%
2016年2月29日,"2,877.47","2,939.58","2,939.87","2,821.21",129.34K,-2.39%
2016年2月26日,"2,948.03","2,942.10","2,964.39","2,902.95",106.95K,1.00%
2016年2月25日,"2,918.75","3,104.41","3,104.44","2,905.46",157.83K,-6.14%
2016年2月24日,"3,109.55","3,077.61","3,109.55","3,055.25",111.78K,0.65%
2016年2月23日,"3,089.36","3,117.20","3,119.22","3,061.43",112.57K,-0.95%
2016年2月22日,"3,118.87","3,083.93","3,128.21","3,071.33",140.95K,2.20%
2016年2月19日,"3,051.59","3,047.94","3,065.97","3,032.63",87.34K,-0.07%
2016年2月18日,"3,053.70","3,079.53","3,093.51","3,049.84",124.40K,-0.31%
2016年2月17日,"3,063.32","3,034.09","3,065.78","3,027.05",128.29K,0.87%
2016年2月16日,"3,037.04","2,962.19","3,042.09","2,962.19",112.58K,3.07%
2016年2月15日,"2,946.71","2,888.43","2,961.49","2,886.02",72.92K,-0.58%
2016年2月5日,"2,963.79","2,982.06","2,988.36","2,962.85",76.85K,-0.70%
2016年2月4日,"2,984.76","2,960.33","2,999.21","2,960.21",91.78K,1.22%
2016年2月3日,"2,948.64","2,931.29","2,954.71","2,909.90",77.39K,-0.43%
2016年2月2日,"2,961.33","2,901.53","2,972.43","2,901.51",88.60K,2.08%
2016年2月1日,"2,901.05","2,939.04","2,944.52","2,869.56",86.80K,-1.53%
2016年1月29日,"2,946.09","2,855.60","2,965.31","2,854.37",113.30K,3.24%
2016年1月28日,"2,853.76","2,909.33","2,941.89","2,841.84",99.22K,-2.61%
2016年1月27日,"2,930.35","2,953.18","2,963.54","2,839.29",132.23K,-0.35%
2016年1月26日,"2,940.51","3,099.60","3,106.53","2,934.65",126.93K,-6.02%
2016年1月25日,"3,128.89","3,129.03","3,149.33","3,105.10",81.54K,0.50%
2016年1月22日,"3,113.46","3,114.89","3,132.17","3,053.96",89.95K,1.04%
2016年1月21日,"3,081.35","3,136.38","3,202.54","3,081.35",111.19K,-2.93%
2016年1月20日,"3,174.38","3,204.22","3,225.95","3,154.43",130.65K,-1.51%
2016年1月19日,"3,223.13","3,132.70","3,227.91","3,119.22",127.65K,2.95%
2016年1月18日,"3,130.73","3,068.23","3,165.62","3,066.73",101.13K,0.38%
2016年1月15日,"3,118.73","3,200.89","3,216.80","3,101.05",124.60K,-3.19%
2016年1月14日,"3,221.57","3,076.64","3,226.66","3,072.04",134.54K,2.08%
2016年1月13日,"3,155.88","3,240.48","3,257.30","3,155.88",120.67K,-1.86%
2016年1月12日,"3,215.71","3,214.82","3,242.25","3,174.55",128.23K,0.73%
2016年1月11日,"3,192.45","3,303.12","3,342.48","3,192.45",174.64K,-5.03%
2016年1月8日,"3,361.56","3,371.87","3,418.85","3,237.93",185.96K,2.04%
2016年1月7日,"3,294.38","3,481.15","3,481.15","3,284.74",44.10K,-6.93%
2016年1月6日,"3,539.81","3,482.41","3,543.74","3,468.47",145.97K,1.75%
2016年1月5日,"3,478.78","3,382.18","3,518.22","3,377.28",162.12K,0.28%
2016年1月4日,"3,469.07","3,725.86","3,726.24","3,468.95",115.37K,-7.02%
2015年12月31日,"3,731.00","3,760.90","3,772.62","3,727.32",101.87K,-0.91%
2015年12月30日,"3,765.18","3,762.91","3,765.66","3,726.28",105.63K,0.09%
2015年12月29日,"3,761.87","3,723.05","3,762.05","3,710.48",101.89K,0.92%
2015年12月28日,"3,727.63","3,847.53","3,853.39","3,727.63",153.99K,-2.88%
2015年12月25日,"3,838.20","3,832.08","3,848.02","3,813.20",119.62K,0.23%
2015年12月24日,"3,829.40","3,858.13","3,867.68","3,787.08",147.18K,-0.96%
2015年12月23日,"3,866.38","3,877.87","3,926.69","3,862.96",207.02K,-0.27%
2015年12月22日,"3,876.73","3,872.10","3,880.47","3,841.59",180.30K,0.28%
2015年12月21日,"3,865.96","3,762.10","3,877.82","3,759.99",217.44K,2.60%
2015年12月18日,"3,767.91","3,754.96","3,810.22","3,750.93",173.47K,0.32%
2015年12月17日,"3,755.89","3,712.78","3,768.84","3,709.85",177.92K,1.91%
2015年12月16日,"3,685.44","3,703.95","3,713.09","3,677.45",111.34K,-0.24%
2015年12月15日,"3,694.39","3,707.73","3,717.36","3,679.23",126.48K,-0.46%
2015年12月14日,"3,711.32","3,573.88","3,712.50","3,571.00",151.77K,2.86%
2015年12月11日,"3,608.06","3,605.37","3,630.74","3,578.15",110.32K,-0.41%
2015年12月10日,"3,623.08","3,634.37","3,678.32","3,615.99",120.22K,-0.35%
2015年12月9日,"3,635.94","3,613.42","3,655.16","3,611.49",113.33K,0.36%
2015年12月8日,"3,623.02","3,668.84","3,668.84","3,619.44",125.78K,-1.75%
2015年12月7日,"3,687.61","3,681.58","3,699.34","3,658.58",113.88K,0.27%
2015年12月4日,"3,677.59","3,719.73","3,726.12","3,667.29",151.20K,-1.91%
2015年12月3日,"3,749.30","3,709.55","3,758.45","3,693.14",197.76K,0.73%
2015年12月2日,"3,721.95","3,587.76","3,725.85","3,573.40",213.54K,3.63%
2015年12月1日,"3,591.70","3,562.32","3,617.31","3,536.12",136.54K,0.71%
2015年11月30日,"3,566.41","3,554.89","3,587.97","3,455.07",173.20K,0.26%
2015年11月27日,"3,556.99","3,739.10","3,742.74","3,534.39",208.94K,-5.38%
2015年11月26日,"3,759.43","3,795.25","3,805.84","3,756.82",173.53K,-0.59%
2015年11月25日,"3,781.61","3,747.76","3,781.86","3,735.72",151.95K,0.74%
2015年11月24日,"3,753.89","3,745.76","3,754.17","3,702.74",143.38K,0.01%
2015年11月23日,"3,753.34","3,774.44","3,802.85","3,743.41",175.63K,-0.56%
2015年11月20日,"3,774.38","3,778.88","3,793.54","3,757.03",186.95K,-0.02%
2015年11月19日,"3,774.97","3,725.62","3,775.23","3,714.67",154.63K,1.60%
2015年11月18日,"3,715.58","3,760.46","3,771.85","3,706.31",185.69K,-1.14%
2015年11月17日,"3,758.39","3,790.43","3,852.77","3,750.16",248.53K,-0.15%
2015年11月16日,"3,764.13","3,682.73","3,764.41","3,680.07",161.69K,0.48%
2015年11月13日,"3,746.24","3,756.20","3,793.71","3,727.58",203.49K,-1.29%
2015年11月12日,"3,795.32","3,841.74","3,843.90","3,771.27",217.54K,-1.00%
2015年11月11日,"3,833.65","3,828.45","3,843.11","3,781.41",232.23K,0.01%
2015年11月10日,"3,833.24","3,806.67","3,876.49","3,798.82",286.52K,-0.19%
2015年11月9日,"3,840.35","3,796.38","3,891.77","3,796.38",356.81K,1.24%
2015年11月6日,"3,793.37","3,698.34","3,801.70","3,694.66",298.75K,2.36%
2015年11月5日,"3,705.97","3,630.78","3,781.41","3,627.30",398.05K,2.13%
2015年11月4日,"3,628.54","3,477.16","3,628.54","3,477.16",205.42K,4.70%
2015年11月3日,"3,465.49","3,484.72","3,501.70","3,452.62",101.40K,-0.30%
2015年11月2日,"3,475.96","3,489.23","3,543.45","3,474.71",130.00K,-1.64%
2015年10月30日,"3,534.08","3,530.22","3,574.47","3,497.57",139.14K,0.02%
2015年10月29日,"3,533.31","3,539.98","3,561.81","3,507.97",127.01K,0.24%
2015年10月28日,"3,524.92","3,575.80","3,598.17","3,517.21",170.98K,-1.89%
2015年10月27日,"3,592.88","3,569.45","3,601.05","3,486.10",192.06K,0.10%
2015年10月26日,"3,589.26","3,614.70","3,620.76","3,561.19",204.25K,0.50%
2015年10月23日,"3,571.24","3,536.84","3,581.84","3,515.82",198.29K,1.33%
2015年10月22日,"3,524.53","3,453.20","3,530.77","3,442.31",184.31K,1.48%
2015年10月21日,"3,473.25","3,580.84","3,601.24","3,417.41",282.08K,-2.92%
2015年10月20日,"3,577.70","3,527.88","3,577.80","3,510.44",179.03K,1.23%
2015年10月19日,"3,534.18","3,548.95","3,572.99","3,502.50",207.61K,0.00%
2015年10月16日,"3,534.07","3,508.52","3,537.54","3,487.10",208.97K,1.36%
2015年10月15日,"3,486.82","3,403.39","3,486.82","3,402.32",171.16K,2.37%
2015年10月14日,"3,406.11","3,431.14","3,458.70","3,403.23",152.17K,-1.13%
2015年10月13日,"3,445.04","3,422.48","3,452.05","3,413.97",145.43K,-0.08%
2015年10月12日,"3,447.69","3,351.14","3,486.63","3,347.25",221.40K,3.22%
2015年10月9日,"3,340.12","3,302.36","3,352.38","3,293.97",124.35K,1.32%
2015年10月8日,"3,296.48","3,324.98","3,337.33","3,294.60",132.08K,2.92%
2015年9月30日,"3,202.95","3,195.90","3,223.91","3,186.77",78.56K,0.76%
2015年9月29日,"3,178.85","3,197.22","3,208.42","3,159.04",87.15K,-1.97%
2015年9月28日,"3,242.75","3,226.61","3,246.55","3,186.51",74.22K,0.33%
2015年9月25日,"3,231.95","3,272.66","3,290.86","3,201.91",121.42K,-1.61%
2015年9月24日,"3,285.00","3,278.90","3,300.86","3,255.90",102.01K,0.67%
2015年9月23日,"3,263.03","3,290.07","3,315.94","3,253.33",123.17K,-2.28%
2015年9月22日,"3,339.03","3,312.37","3,371.41","3,303.18",146.22K,0.93%
2015年9月21日,"3,308.25","3,222.60","3,312.55","3,211.93",122.79K,1.75%
2015年9月18日,"3,251.27","3,254.44","3,280.88","3,227.83",106.90K,0.44%
2015年9月17日,"3,237.00","3,287.66","3,354.91","3,237.00",169.40K,-2.18%
2015年9月16日,"3,309.25","3,149.16","3,345.92","3,131.37",159.71K,4.98%
2015年9月15日,"3,152.23","3,208.74","3,240.08","3,131.98",143.56K,-3.93%
2015年9月14日,"3,281.13","3,367.64","3,373.92","3,187.57",205.46K,-1.97%
2015年9月11日,"3,347.19","3,349.88","3,383.13","3,315.48",108.55K,-0.31%
2015年9月10日,"3,357.56","3,349.28","3,398.32","3,337.31",144.88K,-1.23%
2015年9月9日,"3,399.31","3,344.82","3,426.65","3,330.29",220.47K,1.96%
2015年9月8日,"3,334.02","3,221.79","3,340.22","3,170.81",154.60K,2.57%
2015年9月7日,"3,250.49","3,347.29","3,422.22","3,240.24",204.22K,-3.43%
2015年9月2日,"3,365.83","3,220.85","3,387.02","3,213.64",347.79K,0.11%
2015年9月1日,"3,362.08","3,296.53","3,370.50","3,190.58",352.46K,-0.13%
2015年8月31日,"3,366.54","3,307.40","3,368.28","3,205.54",280.25K,0.73%
2015年8月28日,"3,342.29","3,246.24","3,353.24","3,223.62",299.50K,4.26%
2015年8月27日,"3,205.64","3,092.81","3,206.72","3,028.40",267.30K,5.95%
2015年8月26日,"3,025.69","3,062.57","3,192.93","2,952.01",308.27K,-0.57%
2015年8月25日,"3,042.93","3,070.01","3,200.11","3,019.56",276.08K,-7.10%
2015年8月24日,"3,275.53","3,454.60","3,468.15","3,266.55",255.44K,-8.75%
2015年8月21日,"3,589.54","3,714.29","3,757.78","3,578.17",217.99K,-4.57%
2015年8月20日,"3,761.45","3,848.40","3,880.82","3,761.45",212.17K,-3.21%
2015年8月19日,"3,886.14","3,748.27","3,898.74","3,668.19",269.05K,1.59%
2015年8月18日,"3,825.41","4,084.31","4,103.05","3,816.55",319.88K,-6.19%
2015年8月17日,"4,077.87","4,058.11","4,081.77","4,009.99",256.94K,0.11%
2015年8月14日,"4,073.54","4,097.92","4,113.16","4,056.73",253.39K,-0.05%
2015年8月13日,"4,075.46","4,010.01","4,075.70","3,967.82",242.84K,1.48%
2015年8月12日,"4,016.13","4,025.67","4,078.03","4,015.35",255.15K,-1.24%
2015年8月11日,"4,066.67","4,083.59","4,110.13","4,042.00",322.03K,-0.43%
2015年8月10日,"4,084.36","3,947.47","4,101.73","3,932.84",306.78K,4.54%
2015年8月7日,"3,906.94","3,866.43","3,926.65","3,857.91",183.35K,1.96%
2015年8月6日,"3,831.85","3,802.93","3,888.69","3,793.24",147.28K,-0.91%
2015年8月5日,"3,866.90","3,937.62","3,962.28","3,858.66",200.48K,-2.06%
2015年8月4日,"3,948.16","3,827.37","3,948.45","3,801.03",220.24K,3.11%
2015年8月3日,"3,829.24","3,766.07","3,829.24","3,742.58",245.81K,0.33%
2015年7月31日,"3,816.70","3,777.15","3,863.62","3,757.99",222.38K,0.03%
2015年7月30日,"3,815.41","3,915.78","3,968.53","3,802.88",271.55K,-2.93%
2015年7月29日,"3,930.38","3,839.96","3,934.00","3,769.19",276.97K,3.13%
2015年7月28日,"3,811.09","3,690.97","3,883.45","3,627.42",383.53K,-0.20%
2015年7月27日,"3,818.73","4,097.80","4,156.31","3,817.17",365.06K,-8.56%
2015年7月24日,"4,176.28","4,255.20","4,299.65","4,154.62",392.05K,-1.75%
2015年7月23日,"4,250.81","4,158.93","4,262.06","4,148.82",354.47K,2.25%
2015年7月22日,"4,157.16","4,148.56","4,187.43","4,094.71",318.95K,-0.21%
2015年7月21日,"4,166.01","4,109.76","4,201.48","4,081.70",318.38K,0.13%
2015年7月20日,"4,160.61","4,157.06","4,221.69","4,106.39",352.67K,0.22%
2015年7月17日,"4,151.50","4,023.76","4,190.19","4,000.23",331.11K,3.86%
2015年7月16日,"3,997.36","3,949.64","4,067.02","3,856.32",330.53K,0.77%
2015年7月15日,"3,966.76","4,068.88","4,114.24","3,899.51",421.96K,-3.54%
2015年7月14日,"4,112.15","4,178.63","4,258.51","4,062.50",454.42K,-2.37%
2015年7月13日,"4,211.81","4,132.23","4,278.16","4,072.43",502.09K,2.56%
2015年7月10日,"4,106.56","3,916.27","4,179.11","3,887.55",500.70K,5.36%
2015年7月9日,"3,897.63","3,621.68","3,930.26","3,537.83",503.87K,6.40%
2015年7月8日,"3,663.04","3,651.06","3,762.62","3,612.25",581.47K,-6.75%
2015年7月7日,"3,928.00","3,877.85","3,960.64","3,743.62",679.39K,-1.76%
2015年7月6日,"3,998.54","4,218.27","4,218.27","3,832.47",648.10K,2.90%
2015年7月3日,"3,885.92","4,017.20","4,164.63","3,785.90",429.30K,-5.41%
2015年7月2日,"4,108.00","4,287.73","4,312.19","4,000.06",457.06K,-3.41%
2015年7月1日,"4,253.02","4,408.98","4,526.13","4,235.70",431.72K,-4.92%
2015年6月30日,"4,473.00","4,161.07","4,475.77","4,016.01",527.05K,6.71%
2015年6月29日,"4,191.55","4,446.84","4,451.17","4,000.93",525.66K,-3.34%
2015年6月26日,"4,336.19","4,573.87","4,650.19","4,278.68",446.64K,-7.87%
2015年6月25日,"4,706.52","4,906.24","4,919.26","4,667.22",446.14K,-3.56%
2015年6月24日,"4,880.13","4,811.59","4,883.73","4,744.31",434.64K,1.96%
2015年6月23日,"4,786.09","4,641.42","4,786.95","4,455.33",365.09K,3.21%
2015年6月19日,"4,637.05","4,847.06","4,910.45","4,634.69",358.11K,-5.95%
2015年6月18日,"4,930.55","5,107.69","5,121.22","4,926.43",364.40K,-4.05%
2015年6月17日,"5,138.83","5,072.31","5,158.37","4,949.29",397.12K,1.46%
2015年6月16日,"5,064.82","5,165.02","5,204.30","5,015.26",411.68K,-2.99%
2015年6月15日,"5,221.17","5,354.01","5,362.45","5,207.31",475.75K,-2.14%
2015年6月12日,"5,335.12","5,329.28","5,351.65","5,283.09",430.13K,0.54%
2015年6月11日,"5,306.59","5,305.14","5,329.30","5,248.16",392.34K,-0.05%
2015年6月10日,"5,309.11","5,254.30","5,374.83","5,209.68",442.17K,-0.16%
2015年6月9日,"5,317.46","5,379.47","5,380.43","5,251.21",570.43K,-0.68%
2015年6月8日,"5,353.75","5,259.41","5,370.61","5,202.59",637.31K,2.36%
2015年6月5日,"5,230.55","5,254.90","5,288.34","5,104.18",545.96K,0.95%
2015年6月4日,"5,181.42","5,156.01","5,194.23","4,863.47",482.77K,0.74%
2015年6月3日,"5,143.59","5,176.60","5,186.97","5,059.49",414.26K,-0.35%
